,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
12256,929,929,111,@ibnHlophe @eeviewonders @CTFleaMarkets 120 million Africans murdered by Islam http://t.co/UYbGO0VcG7,racism,0
12262,935,935,1963,RT @peddoc63: ️Obama swindling future generations of Americans adding 9 trillion dollars to debt💰@CarmineZozzora #WakeUpAmerica http://t.co…,racism,0
12263,936,936,4621,RT @travisgutshall: I'm not sexist but I do believe that men should provide for the family and the women should stay home and take care of …,sexism,1
12272,945,945,1344,"@DianH4 Not only do that, but they can dump their wives, leaving them nothing, by saying three times, ""I Divorce you"". Barbaric.",racism,0
12273,946,946,1203,"RT @joannapage784: Women are being subjected to 'brutal, abnormal' sex acts after marrying Isis militants http://t.co/ypFlKJdVTM",racism,0
12274,947,947,2530,Do Kat &amp,sexism,1
12275,948,948,4721,RT @jessxlove i swear im not sexist but female tattoo artists bug me,sexism,1
12280,953,953,2915,"RT @KeepItGulley: @BROBEARINDY @MT8_9 Exactly. Dont preach ideologies u want to force the masses to endorse, when feminist themselves cant …",sexism,1
12283,956,956,3846,RT @Lyall: Bosom flattering #NoMorePage3 t-shirt profile pic #FeministSelfie #irony #hypocrisy #praxis #notbad #sorry #malegaze http://t.co…,sexism,1
12284,957,957,4222,"There's that P600 spike #MMNsexism @Gwbear7 Only females recognise the ""final spin"" on a washing machine full of clothes #NotSexist #Fact",sexism,1
12286,959,959,916,"RT @pperrin: Good for Labour and now Tory's! Encouraging immigrants to enrich us, making the UK a better, freer, nicer place! http://t.co/7…",racism,0
12289,962,962,1629,@MaxBlumenthal @NafeezAhmed LOL. With conspiracy theories like that are you sure that you aren't a madrassa graduate?,racism,0
12290,963,963,37,@MoAnsar @arennie44 Of course it is #Islam.  The Quran approves of both slavery and the rape of female slaves. http://t.co/axovjYZ8z0,racism,0
12292,965,965,1585,@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.,racism,0
12293,966,966,1119,"@truaemusic Again you are an idiot. ""Others did bad things, so we have to ignore the barbarity of Islam,""",racism,0
12296,969,969,4929,RT @shubHASHISH Obviously this Big Boss 8 is scripted and fake. Have you ever seen a woman with so little luggage? #notsexist #plissescooz,sexism,1
12299,972,972,5212,"RT @Heeg5 I'm not sexist but I stand by Chris Paul, the woman ref made a bad call and couldn't take the scrutiny part of her job.",sexism,1
12301,974,974,2227,"When her hands get sore, she finds another way to get the job done... #MKR",sexism,1
12304,977,977,4242,RT @CoryBeats @BlacckGall I don't ever want a female talking while football is being played #notsexist,sexism,1
12307,980,980,4625,RT @GUYFIERl Women shouldnt rap its gross #notsexist,sexism,1
12311,984,984,2748,"That wiped the shit eating grin off your face pretty quick, Kat #MKR",sexism,1
12321,994,994,3289,RT @libertycapent: I liked a @YouTube video from @sargon_of_akkad http://t.co/GdQ58geQw0 50 #QuestionsForMen #Mansplained,sexism,1
12322,995,995,2515,Kat and andre make me sick they don't deserve to be there. #mkr,sexism,1
12328,1001,1001,3536,"RT @sports2inflatio: @MT8_9 our court system is failing us by letting these criminals walk free. Victim matters, gender does not. Crime Mat…",sexism,1
12329,1002,1002,1480,"@BDSSupporter No, I'll put you there, because being nothing contributes more to mankind than Muslims.",racism,0
12330,1003,1003,3256,"RT @uberfeminist: Criticism of @CathyYoung63 &amp; @JudithShulevitz would be better if ""feminists"" had taken the opportunity to critique @Sabri…",sexism,1
12332,1005,1005,4846,@dankfrogmusic @TradeChat DID YOU HEAR THAT GUYS HE'S JUST JOKING THEREFORE THE PRATTLE FROM HIS MOUTH CANNOT BE SEXIST,sexism,1
12338,1011,1011,644,@ameytahl @buberzionist @MJayRosenberg Maybe you should encourage more Jewish girls to marry black men to show how you are open minded.,racism,0
12347,1020,1020,2501,"Kat the Villian, but pulling off that red dress. #mkr http://t.co/mx163Ds5Hz",sexism,1
12350,1023,1023,4909,Yes! #weirdsexism is back! @hehweh It's kinda weird to think women have #genitals. #notsexist #justsaying,sexism,1
12352,1025,1025,1753,"@SelenaKhan14 @PTISalarKhan @georgegalloway But the population in Palestine is still blowing up. No, Muslim abuse is the worst.",racism,0
12359,1032,1032,749,@ClassicDCoy @billmaher What - are you stupid.  There is nothing that compares to the inhumanity and barbarity of Islam.,racism,0
12360,1033,1033,4248,"what @TheRobotard8000 call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",sexism,1
12363,1036,1036,1175,"@islam4libya5 @IslamRevlution @BintStranger No, Islam declared war on all humanity 1400 years ago. So all ""non believers"" despise Islam.",racism,0
12367,1040,1040,2712,"RT @hellokittyx958: Fuck you Kat, dumb bitch #MKR",sexism,1
12368,1041,1041,3721,@cazzapuppy Are men not human?  Do they deserve #EqualRights?,sexism,1
12369,1042,1042,746,@1oNo1_Islam Take your stupid cult superstition and stick it up your behind.,racism,0
12370,1043,1043,5253,RT @jackheathh I'm not sexist but women drivers are bad and when i mean bad I mean BAD,sexism,1
12374,1047,1047,3318,@shaner38 Hope not.  How will she pay her bills?,sexism,1
12378,1051,1051,1238,@KellyTurner99 @buellerishere The Quran sanctifies sexual slavery. I only wish that you could have been one of these. http://t.co/MGAD8lCWYx,racism,0
12382,1055,1055,2083,Kim Kardashian's husband will grow his dick back by the time this series finishes. #MKR,sexism,1
12384,1057,1057,3956,"That's funny, most House Republicans are men. @AjChip619 I'm not sexist, but women are so damn stubborn",sexism,1
12387,1060,1060,3398,@ChubsSays @comattwow ...who is arguing that?,sexism,1
12391,1064,1064,767,"@MaDaSaHaTtEr_17 @buttercupashby Another lie about the ""few bad seed"" All the polls show Muslim extremism. http://t.co/XIHmeTALon",racism,0
12392,1065,1065,2232,They are really proving they are dumb blondes #MKR,sexism,1
12393,1066,1066,271,"RT @aruaugust: lost glory of islam...whats that?am not aware of any glory,any grt contribution frm them to the world?",racism,0
12396,1069,1069,601,@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime I know about Judaism.  I don't recommend it.  But most Jews are secular.,racism,0
12397,1070,1070,2828,@Raja5aab @Quickieleaks Now ten dead pussies.,sexism,1
12400,1073,1073,2667,RT @niamh_bull: #katandandre #mkr far out if someone doesn't let a can of whoop ass out on u I will!! Grrrrrr,sexism,1
12401,1074,1074,4129,"RT @B_Willy2013 Any real man knows, that being able to cook is one of the most attractive qualities a your woman can have. Hahaa #notsexist",sexism,1
12402,1075,1075,858,RT @mickk1954: #Christian #Jewish #Faith made #America not #ISLAM please take it back to the #SandPile and kill eachother #Dearbornistan no…,racism,0
12403,1076,1076,1606,@drewmistak The content of the Quran and Hadiths give Islam a bad name.,racism,0
12404,1077,1077,3801,RT @The_Loki_Jotunn: @MT8_9 http://t.co/zKfxu8VW7Z,sexism,1
12405,1078,1078,4311,"RT @jimboslice_13: @YesYoureSexist you insinuated twitter raping me yesterday. Also saying only women get raped, that is sexist. Little bes…",sexism,1
12407,1080,1080,1085,@truaemusic @mattybboi83 @Number10gov Muslims invaded and conquered 2/3 of Christianity before Christians responded. So stick your lies.,racism,0
12410,1083,1083,5154,0 women care bout ur preferences @Mickeyzor call me sexist or whatever but I think muscular female bodies look awful and are such a turn off,sexism,1
12425,1098,1098,1818,@Michaelplates Maybe you should teach that respect to Muslim assholes like these. http://t.co/j21YpGt0Rl,racism,0
12431,1104,1104,81,@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.,racism,0
12434,1107,1107,3962,RT @TichacekWill I need a woman to do my laundry #notsexist #Truth,sexism,1
12437,1110,1110,131,"@yousufpoosuf @HillaryGuess Muslims are fighting Jews, Hindus, Buddhists, Christians, atheists and animists somewhere in the world.",racism,0
12442,1115,1115,852,"RT @joe_nuzz: Graphic of growth of Radical Islam following 6 years of care,nurture,coddling by US Democrats #Islamists http://t.co/3YAx9Wpm…",racism,0
12444,1117,1117,1177,@KeeganNYC @syedmuhammad555 Sure. Why do one third of Muslims want to murder people who want to leave Islam? http://t.co/PqW3lGrmH5,racism,0
12447,1120,1120,4232,The least funny sexist unjoke there is. @unicatbirdwhale make a sandwich :o #notsexist,sexism,1
12454,1127,1127,86,"RT @riwired: And every Muslim is a ""slave of Allah"" the more religious or ""Islamic"" the more damage and danger there is.@VileIslam  @ORehaf…",racism,0
12455,1128,1128,2173,In what world are these two mingers models?  #mkr,sexism,1
12456,1129,1129,1938,"RT @YesYoureRacist: At least you're only a tiny bit racist RT @AnMo95: I'm not racist, but my dick is!",racism,0
12457,1130,1130,2941,".@WayneJBurrows @KirstArific He got one serve, not two.  Had to defend the doubles lines also.",sexism,1
12458,1131,1131,592,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime So the only way the problems of Islam can be fixed is to outlaw Islam.,racism,0
12463,1136,1136,836,@SumerSloan @PAWarnhoff @etsho127 Why haven't you stopped the sick Muslims from trying to exterminate Israel?,racism,0
12464,1137,1137,1916,@MaxBlumenthal @Ajzionts Has Bloomenthal ever written about the endless attacks by his Muslims on Egyptian Copts? http://t.co/xeGlOFsNWJ,racism,0
12465,1138,1138,2107,The only thing that's churning is my stomach. At the thought of you two girls. Vom. #MKR #MKR2015,sexism,1
12466,1139,1139,3216,@GreenWeiner Let's test. http://t.co/cKdwbYwQ9V,sexism,1
12467,1140,1140,3972,RT @walkaway21 Not sexist. But there's nothing that annoys me more than female sports writers who cover mens sports.,sexism,1
12468,1141,1141,3124,".@BlackOpal80 Yep, pathetic. Let's examine idea anti fems just hate women.  Do misogynists fight for their ""right"" to hate?  Or just hate?",sexism,1
12472,1145,1145,2326,A 3 . . . suck on that whores #MKR,sexism,1
12473,1146,1146,619,RT @sudixitca: Greece is like a patient in the ICU who doesn't want to pay for the meds and hospital stay. #EUWelfareScheme,racism,0
12479,1152,1152,368,"@NNdabbour64 Yes, people can believe what they want. But Islam doesn't give them that choice.",racism,0
12484,1157,1157,4791,"RT @bobbiecattani: call me sexist but there is just some things men do better, for example, I refused to be taught to drive by a woman beca…",sexism,1
12494,1167,1167,569,"@JihadiA8 @Lisa_Marie74 Islam declared war on all mankind 1400 years ago, now Muslims cry like babies when others respond in kind.",racism,0
12495,1168,1168,3281,.@Apolocalypses @TehMenz I will totally pretend to be deaf at that point...walk out like you're a ghost &amp,sexism,1
12498,1171,1171,2174,"RT @finicalgal: Nicki explains the complexities of catwalk modelling: ""You have to place one foot in front of the other"".
#MKR",sexism,1
12500,1173,1173,4503,What an odd place for an asterisk. @JoeyTDB I'm not sexist but *most girls are fucking stupid.,sexism,1
12504,1177,1177,5274,What's that thing they say about blondes?...sorry. Forget it. 😐 #MKR,sexism,1
12505,1178,1178,3905,"Unlike you, who is hilariously ignorant and can't spell ""racist"" @MattLevine66 Im sorry but girls are just rly unfunny #norasict #nosexist",sexism,1
12508,1181,1181,1078,"@michellemalkin @TwitchyTeam As usual, he will say that Islamist terrorism has nothing to do with Islam.",racism,0
12511,1184,1184,1898,"@AAlwuhaib1977 @dankmtl @PeaceNotHate_ Her very actions are proof that she is a liar and a propagandist, because if she did to Hamas what ..",racism,0
12512,1185,1185,3710,"RT @FeministMirror: @beerandfeminism @MT8_9 @sh00ter_d So wait, doing that disgusting act on a misandrist tattoo is misogyny? HAHAHAHA! #Do…",sexism,1
12519,1192,1192,415,@soofy_01 And by doing so she helped subject the world to 1400 years of terrorism.,racism,0
12522,1195,1195,1105,@ILTAFSHEHZAD And 83:25 says they drink wine in heaven. So Islamic heaven is basically a drunken whore house. Very spiritual - lol.,racism,0
12524,1197,1197,3758,@LeoKikiLady89 Funniest commercial I ever saw...until they did the Maury one.,sexism,1
12525,1198,1198,2118,I want to see the butchered girls go up against the Texan (who has male sass) and his daughter (who is actually good looking) #MKR,sexism,1
12529,1202,1202,3802,@moderncomments Liberals suddenly consider ISIS a threat.,sexism,1
12537,1210,1210,1001,@Love___Egypt @washingtonpost This is kiddie stuff compared to what Muslims do every day. http://t.co/748SXvjf2U,racism,0
12539,1212,1212,4855,RT @BudLightBro FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch.,sexism,1
12542,1215,1215,3181,"@HumanistFury You pay, yes.  Split, no.  She pays, no.",sexism,1
12543,1216,1216,2157,Dumb blondes with pretty faces..? #MKR,sexism,1
12546,1219,1219,4089,Because football is biological now! @OfficialBeech I don't tweet about periods. Women shouldn't tweet about football. #notsexist #truthhurts,sexism,1
12548,1221,1221,2699,"Well done Ash &amp; Camilla, now try some humility instead of being front bums #mkr",sexism,1
12550,1223,1223,3344,"RT @GreyUmopepisdn: When a radical feminist or SJW tries to argue with you, try these tips. #WomenAgainstFeminism http://t.co/UP62bkHAEL",sexism,1
12551,1224,1224,1291,@DianH4 @ExposeFalsehood They just produce Islamolunatics. http://t.co/QXIH8Bd7NV,racism,0
12552,1225,1225,4694,"RT @SamuelReeve1: I'm not sexist but, I bet half the girls tweeting ain't even watching the football, just tweeting when they see everyone …",sexism,1
12553,1226,1226,1221,"ISIS shines a spotlight on the barbarity of Islam.  But ISIS did not create that barbarity, it simply follows it to the letter. #Islam #Iraq",racism,0
12562,1235,1235,2529,Kat is the biggest bitch in MKR history. #mkr2015 #mkr #cow #katthebitch,sexism,1
12563,1236,1236,465,@digvijaya_28 This guy spouted one lie after another and there is no response in this video.  Just typical lying Muslim propaganda. #Islam,racism,0
12565,1238,1238,1974,Wish these blondes were in that How To Get Away With Murder show....#MKR,sexism,1
12567,1240,1240,247,@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?,racism,0
12568,1241,1241,4200,HAHA WHAT @AbeAmas Call me sexist but I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.,sexism,1
12569,1242,1242,1694,@SelenaKhan14 @PTISalarKhan @georgegalloway It's nothing compared to Muslim Pakistani mobs murdering Christians and Hindus on fake blasphemy,racism,0
12572,1245,1245,3645,@jiabrahams ...in her mind.  Sure.,sexism,1
12577,1250,1250,2284,#MKR praying these two bloody bimbos will leave the comp in the next round,sexism,1
12580,1253,1253,646,@UmarMal You sound like an Islamolunatic.,racism,0
12586,1259,1259,2656,"Kat is just plain, fucking awful #MKR",sexism,1
12589,1262,1262,5175,"RT @KurtBelcher I'm not sexist, but this is one seriously stupid bitch. http://t.co/qR2dPRL2qi",sexism,1
12598,1271,1271,2775,Eva &amp,sexism,1
12601,1274,1274,2269,Over the duck lips #mkr,sexism,1
12602,1275,1275,2806,"Looks like shit #cuntandandre....not surprising
#mkr",sexism,1
12604,1277,1277,2506,eat a dick kat and andre u areseholes #MKR,sexism,1
12609,1282,1282,1263,"@ikalin1 @nrllhkose All westerners didn't subscribe to Nazi ideology.  All Muslims subscribe to the religion of hatered, murder, and bigotry",racism,0
12612,1285,1285,3491,@SkyPirateVegeta Familiar w/ it.  Insane.  Patriarchy has clearly failed this man...,sexism,1
12613,1286,1286,4557,Get a grip @Tee_Reel: Im not sexist but my dentist is a Woman because I don't feel comfortable with a guy sticking his hands in my mouth.LOL,sexism,1
12615,1288,1288,310,@reza_rahman Claiming that Islam is not a problem because states that are Islamic repress their citizens is a contradiction of ideas.,racism,0
12618,1291,1291,5323,"@idesequera I dozed off and missed #mkr let me guess, Kat was a see you next Tuesday? 😉",sexism,1
12628,1301,1301,1663,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws Half of Saudi women are beaten at home because the Quran permits it.,racism,0
12629,1302,1302,1793,"@mutaSawwif And if you are going to follow a prophet that approved of collateral damage, then don't complain about collateral damage.",racism,0
12633,1306,1306,303,@Salon @TheMuslimGuy Objecting to this is what the PC morons of Salon call racism. http://t.co/ZjU8NqChiF,racism,0
12638,1311,1311,4288,"""Simple things please simple minds."" @pumpkinking39 I'm not sexist but dammit, the best jokes are.",sexism,1
12640,1313,1313,740,"With it's jihad cornerstone, Islam is a religion that was designed for those that would rather loot and rape for a living than work.",racism,0
12652,1325,1325,3880,"RT @brian_day15: I swear, I'm not sexist, but I honestly just cannot stand the woman college football announcer on ESPN2",sexism,1
12660,1333,1333,3211,RT @thisonesakillaa: @MT8_9 I'm dying,sexism,1
12661,1334,1334,3276,".@Femitheist @ktonieskacze Hard to say w/o knowing if avg. welfare w/o a dad is &gt; or &lt; avg. CS payment.  If less, it would REDUCE incentive.",sexism,1
12662,1335,1335,209,"@kewldevzzo Yes, according to Islam, Muslims are encouraged to kill you.  I'm not a Muslim and I have no issues with Hindus.",racism,0
12663,1336,1336,4251,"There goes your attempt at an ""I'm such a deep dude"" persona. @Thecolouredkid_ @YesYoureSexist suck my balls hoe",sexism,1
12666,1339,1339,4895,RT @k_halvy22 Women shouldn't be football announcers. #NotSexist #JustAnnoyed,sexism,1
12670,1343,1343,3568,@chsfword I'm guessing you learned of feminism from Beyonce.,sexism,1
12672,1345,1345,3941,"RT @ZackTermini: Call me sexist Idc, but women should not be announcing football games. Just when I thought MSU games couldn't be any harde…",sexism,1
12673,1346,1346,3658,".@thegeek_chick Again, you have already typed out your ignorance. Anyone who understands economics can scroll up &amp; see you prove it. Thanks.",sexism,1
12675,1348,1348,3901,Because femininity is so horrible! @JonnyG313 I'm not sexist but if a dude cries because of a girl in a wedding dress then he has a vagina,sexism,1
12676,1349,1349,1114,"@truaemusic @mattybboi83 @Number10gov There is no comparing the vileness of Mohammed to Jesus or Buddha, or Lao Tse.He was simply a criminal",racism,0
12677,1350,1350,1401,@chrissmax He is lying. It's Islam. ISIS does nothing that the prophet Mohammed did not also do.,racism,0
12681,1354,1354,1183,"Whatever happens in #Yemen, when it is over the country will be in the hands of one Islamofascist group or another. #Islam",racism,0
12688,1361,1361,1202,RT @ThinkAgain_DOS: Syria: Raqqa doctors claim #ISIS fighters sexually brutalize women,racism,0
12693,1366,1366,2195,These bitches couldn't even model socks in the Best &amp,sexism,1
12694,1367,1367,891,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime And west killed the guy who killed the 6 million Jews. In Muslim world, Hitler was hero.",racism,0
12696,1369,1369,2412,The blondies eliminated ... Feckkkk #mkr,sexism,1
12698,1371,1371,1005,"@Just_Nafisa @FatimaFatwa @eS3udi @JRehling But ISIS never attacked Muslims like they did Ezidis, killing them as ""non believers""",racism,0
12699,1372,1372,4593,"RT @adam_jibali I'm not sexist, but this is why women should not be allowed to have an opinion on football... http://t.co/jR33ScWtcR",sexism,1
12700,1373,1373,3063,"@feministlah @GreenWeiner Picture was gender neutral, but...sure.",sexism,1
12702,1375,1375,3681,@The_Loki_Jotunn @melisssugh I need a meme of that...that's my day in a nutshell.,sexism,1
12708,1381,1381,730,"@RednetSarah @labajetta_mike @ISIS_Med If that is Allah's wish, then why doesn't the lazy asshole do it himself.",racism,0
12709,1382,1382,3046,@feministlah I'm looking for them...lot of hay on top of those needles.,sexism,1
12713,1386,1386,4939,"RT @SOULxciety I'm not sexist but women get upset with other women for stupid reasons. Women constantly say they have ""haters""",sexism,1
12715,1388,1388,266,"RT @HillelNeuer: He incited car attacks &amp; praised synagogue murderers as ""Martyrs."" Now Mahmoud Abbas visits Paris to condemn terror. http:…",racism,0
12722,1395,1395,76,@pleeezing @warriorsialkot @akberc 1400 years ago the pedophile prophet declared war on all humanity.  So all humanity should hate Islam.,racism,0
12723,1396,1396,226,"@kewldevzzo I don't ""follow"" any god. But if one were to imagine Satan inventing a religion, it would be like Islam.",racism,0
12725,1398,1398,1301,@anjemchoudary @abualiis I hope they just outlaw the vile religion of Islam entirely. They should have done it 30 years ago.,racism,0
12731,1404,1404,846,"@etsho127 @SumerSloan @PAWarnhoff Furthermore,your pedo prophet attacked cities with catapults killing children.So what are you crying about",racism,0
12736,1409,1409,1383,"@congressman_aly Islam declared war on all humanity 1400 years ago. While individual Muslims may or may not be terrorist,Islam is terrorist.",racism,0
12737,1410,1410,3775,RT @The_Loki_Jotunn: #WomenAgainstFeminism #FeminismIsAwful I just can't seem to spot the feminist. :^P http://t.co/X3mLYMZ9x0,sexism,1
12738,1411,1411,4645,RT @AnthonySammarco: @YesYoureSexist Yeah you are a feminist so shut the fuck up if you are going to be arrogant,sexism,1
12739,1412,1412,1455,@dancohen3000 @MaxBlumenthal Wheras the Arabs really are behaving people and you scum are ignoring it.,racism,0
12742,1415,1415,221,@KhaledHamaki I don't care.  It's none of Mohammed's business what religion someone wants to be.,racism,0
12745,1418,1418,2439,"""We're still two young hot blondes. Who aren't really blonde. And not that hot.""
#MKR",sexism,1
12749,1422,1422,4444,Irony is dead @debayan_CFC We all get bored of women. They stop making sense after sometime. Especially the talking part. #NotSexist,sexism,1
12750,1423,1423,3031,@anniekfox There is literally photo evidence above...?,sexism,1
12752,1425,1425,3127,@LucasDavid__ ..says an unthinking pussy.  Yawn.,sexism,1
12755,1428,1428,4308,RT @jimboslice_13: @ThelmaSleaze @YesYoureSexist HAHAHA. Sad people don't have a sense of humor these days. At least you are passionate abo…,sexism,1
12757,1430,1430,978,@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.,racism,0
12759,1432,1432,4111,"RT @Krayfish35: It bothers me when anyone uses foul language, but coming out of a girls mouth it seems 10x worse #KeepItClean #NotSexist",sexism,1
12762,1435,1435,1638,RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive,racism,0
12764,1437,1437,2497,#MKR Awe never mind - there is always that illustrious Victoria's Secret modelling career Nikki...oh you model for Target. My bad.,sexism,1
12770,1443,1443,2797,Kat's not a morning person. Or a midday person. Or an afternoon person. Or an evening person. Wait. Is she even a person??  #mkr #MKR2015,sexism,1
12771,1444,1444,1360,"As expected, when the terrorist group Hamas won the election in Gaza it was the usual one man, one vote, one time, Islamist election. #Islam",racism,0
12772,1445,1445,2351,Yes Kat and Andre were unsportsmanlike but even if they scored 3 or 4 like everyone else the bimbos still wouldn't have got through #mkr,sexism,1
12773,1446,1446,2801,"RT @KelAnne_: Bit rich calling other people elephants, Celine and Vicky. #MKR",sexism,1
12774,1447,1447,3418,"RT @sports2inflatio: @soundscaper fathers are disposable, remember that. #adviceforyoungfeminists http://t.co/pEcDM6BHpg",sexism,1
12776,1449,1449,4915,RT @NoToFeminism: I don't need fisesm women WANT to be stared at and catcalled when they wear revealing clothes that's why they invented th…,sexism,1
12777,1450,1450,1150,RT @swagd0ctor: @VileIslam @TRobinsonNewEra @OZzSue @BBCNews Turks won't bomb isis because isis kill Christians http://t.co/HotvEOhXtz,racism,0
12780,1453,1453,3857,"RT @whyisitdirty: If feminists addressed the rampant sexism and misandry in #feminism, then perhaps #WomenAgainstFeminism and #antifeminism…",sexism,1
12783,1456,1456,4435,RT @Ellis_Holt1 I'm not sexist but the women commentator on sky sports is shocking,sexism,1
12785,1458,1458,1300,@EuklidProof Daesh followers of the pedophile prophet Mohammed and the terrorist Allah are dying in their rage and in their thousands.,racism,0
12786,1459,1459,3439,@shacks2cents @JustLaurenB It's actually two separate proposals.  Real.  Insane.,sexism,1
12790,1463,1463,3153,"RT @ibbibby: @MT8_9 The more I think about it, it's clear that women created gender as a social construct to seem shorter and weaker to get…",sexism,1
12792,1465,1465,1879,@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,racism,0
12793,1466,1466,774,@OneLegSandpiper @DblBlackDs Islam declared war on all humanity 1400 hundred years ago. So hide your head up your butt if you like.,racism,0
12799,1472,1472,2472,#katandandre gaaaaah I just want to slap her back to WA #MKR,sexism,1
12801,1474,1474,4601,RT @yungthothunter I'm not sexist. I do have a problem with people who exploit double standards and* use their sexuality for attention tho.,sexism,1
12804,1477,1477,4775,"RT @flortana_: No i'm not sexist but no I do not like Thor being a woman, he's a MALE mythological figure, that's like making Zeus a chick …",sexism,1
12805,1478,1478,30,@alikoeln He is following the example of his prophet who married one of his wives at 6. They do everything their prophet does exactly. #Isam,racism,0
12809,1482,1482,3861,"@howmariefeels I think he's trolling, actually...",sexism,1
12811,1484,1484,875,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime And is this a lie that westerners created? http://t.co/qbghh9xgCo,racism,0
12816,1489,1489,2058,These girls are pretty...awful. #gohome #MKR,sexism,1
12818,1491,1491,865,@_Jihadi_ @ansaralummah2 @lIlIlllIlIllI Democracy only means that people get to elect their leaders. Islam means they are ruled by freak god,racism,0
12821,1494,1494,2752,"Don't laugh Kat, you cunt #mkr",sexism,1
12823,1496,1496,4427,"RT @EricMorrison_S Call me sexist, but I wouldn't mind a stay at home wife. Don't need my kids being raised by someone other than family.",sexism,1
12829,1502,1502,761,"@buttercupashby @MaDaSaHaTtEr_17 You lie again. The Quran and Hadith do tell you to murder ""non believers"" http://t.co/DyXiE27pBn",racism,0
12832,1505,1505,110,@ibnHlophe @eeviewonders @CTFleaMarkets That Hadith is specific to AP.  Many others are specific to war on non believers everywhere.,racism,0
12833,1506,1506,3575,"RT @HarryIsaacJr: .@SexyIsntSexist #GamerGate Maybe people are saying the school system is failing, because the school system is failing. @…",sexism,1
12835,1508,1508,44,@ummayman90 And the truth is that more Muslims are walking away from Islam than people are converting to it.  Education will now kill #Islam,racism,0
12839,1512,1512,5244,RT @Raider2Bearcat I swear I'm not sexist but why is March 8th Women's Day? Is that necessary...?,sexism,1
12843,1516,1516,3549,RT @Thoughtoffense: #gamergate #femfreq #antisjw http://t.co/EO8Gi9qYOK,sexism,1
12844,1517,1517,2403,Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. #bitch #mkr,sexism,1
12848,1521,1521,2633,@SueKennedy19 I would have thought the threat of her cooking for them again would be a good incentive to boot her arse outta there #mkr,sexism,1
12854,1527,1527,1058,@amanda7743 Good tweet. But they actually start selling their daughters at 9.,racism,0
12864,1537,1537,598,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime Can't expect honesty from people who follow a caravan robber.,racism,0
12865,1538,1538,3742,"RT @catfreq: @MT8_9 @JimyIsAHappyBoy @BoycottBrandy @AudioFidget But what about the Cat Biscuit Gap, which is very real? Support the #Equal…",sexism,1
12867,1540,1540,5122,RT @joman_23: Why is it that all slip and slide car accidents in the snow are caused by female drivers? Have yet to see a male driver cause…,sexism,1
12868,1541,1541,2034,"@mykitchenrules #MKR The girls are bringing some ""Sassy-ges"" to the table.",sexism,1
12870,1543,1543,3702,"RT @Druid2555: @HandzOfZeus @MT8_9 @TrainInVainn I forgot the name of the one I personally talked to,but ill try and get it later. http://t…",sexism,1
12872,1545,1545,1491,RT @TRobinsonNewEra: http://t.co/M8N6EMK2u2 8-year-old Yemeni child dies at hands of 40-year-old husband on wedding night .This is sharia h…,racism,0
12880,1553,1553,420,@okieatheist @EWErickson You babble like a moron while Muslims are throwing gays off buildings.,racism,0
12886,1559,1559,3521,"RT @Superjutah: @MT8_9 Did you see Ludacris baby mom? He paid her $10k for an abortion, she kept the money had the kid and put him on $7000…",sexism,1
12889,1562,1562,4819,"Maybe you could live on Mars and help us all out. @TheDanielNorton I'm not sexist, but if I hear a woman's voice on the radio I turn it",sexism,1
12895,1568,1568,2691,@travyola222   Kat is a total moron. Unfortunately we're stuck with her for a while yet. #MKR (I won't watch because of her),sexism,1
12899,1572,1572,5120,RT @Yooo_Fredd I'm not sexist or anything but I do not take female rappers seriously I would never buy a Nicky Minaj album or something.,sexism,1
12900,1573,1573,2707,#MKR those pieces to camera are recorded after the event. Kat knows she gets smacked down and she STILL gloats like a crazy Bond villain,sexism,1
12903,1576,1576,382,"@NNdabbour64 If you are just going to sit there and tell lie after lie, Muslim Taquiyya, this discussion is over. You are blocked.",racism,0
12904,1577,1577,3515,"@ElizabethHobso6 @naomirwolf Is that just a male thing? Whenever I click on ""Female friendly/female choice"" porn, it's same as main content.",sexism,1
12907,1580,1580,4173,"*vomit* @j_degeorge I'm not sexist by any means, but no woman should ever be allowed to announce a football game #KnowYourPlace",sexism,1
